8.85,-0.828448,-0.263517,6.83652,
8.952,-0.824448,-0.259517,6.80952,
8.958,-0.836448,-0.257517,6.81152,
8.964,-0.836448,-0.257517,6.81152,
8.969,-0.835448,-0.253517,6.82452,
8.974,-0.829448,-0.256517,6.81852,
8.98,-0.829448,-0.256517,6.81852,
8.985,-0.829448,-0.261517,6.81652,
8.991,-0.829448,-0.261517,6.81652,
8.996,-0.837448,-0.265517,6.80752,
9.001,-0.837448,-0.265517,6.80752,
9.008,-0.834448,-0.255517,6.81252,
9.013,-0.834448,-0.255517,6.81252,
9.019,-0.840448,-0.263517,6.80952,
9.024,-0.840448,-0.263517,6.80952,
9.031,-0.841448,-0.266517,6.81552,
9.037,-0.848448,-0.250517,6.81252,
9.041,-0.848448,-0.250517,6.81252,
9.047,-0.843448,-0.262517,6.81852,
9.053,-0.843448,-0.262517,6.81852,
9.059,-0.839448,-0.261517,6.80752,
9.064,-0.839448,-0.261517,6.80752, 
9.07,-0.842448,-0.263517,6.79352, 
9.075,-0.842448,-0.263517,6.79352, 
9.081,-0.837448,-0.266517,6.79252, 
9.085,-0.836448,-0.253517,6.80352, 
9.091,-0.836448,-0.253517,6.80352, 
9.096,-0.824448,-0.259517,6.81852, 
9.102,-0.824448,-0.259517,6.81852, 
9.108,-0.830448,-0.248517,6.83452, 
9.114,-0.830448,-0.248517,6.83452, 
9.119,-0.828448,-0.260517,6.82452, 
9.125,-0.828448,-0.260517,6.82452, 
9.13,-0.835448,-0.259517,6.81252, 
9.135,-0.835448,-0.259517,6.81252, 
9.141,-0.834448,-0.261517,6.80052, 
9.146,-0.830448,-0.257517,6.80452, 
9.152,-0.830448,-0.257517,6.80452, 
9.158,-0.837448,-0.245517,6.78552, 
9.164,-0.837448,-0.245517,6.78552, 
9.169,-0.845448,-0.254517,6.78252, 
9.174,-0.845448,-0.254517,6.78252, 
9.18,-0.828448,-0.256517,6.78752, 
9.186,-0.828448,-0.256517,6.78752, 
9.191,-0.837448,-0.260517,6.79452, 
9.197,-0.836448,-0.256517,6.80952, 
9.203,-0.836448,-0.256517,6.80952, 
9.209,-0.839448,-0.261517,6.81052, 
9.215,-0.839448,-0.261517,6.81052, 
9.22,-0.836448,-0.268517,6.81952, 
9.226,-0.836448,-0.268517,6.81952, 
9.232,-0.840448,-0.265517,6.80552, 
9.238,-0.839448,-0.267517,6.80752, 
9.243,-0.839448,-0.267517,6.80752, 
9.249,-0.830448,-0.266517,6.80552, 
9.255,-0.830448,-0.266517,6.80552, 
9.26,-0.835448,-0.268517,6.79952, 
9.266,-0.835448,-0.268517,6.79952, 
9.272,-0.840448,-0.253517,6.78852, 
9.278,-0.833448,-0.255517,6.78552, 
9.284,-0.833448,-0.255517,6.78552, 
9.29,-0.840448,-0.253517,6.79252, 
9.295,-0.840448,-0.253517,6.79252, 
9.3,-0.837448,-0.250517,6.79152, 
9.307,-0.837448,-0.250517,6.80352, 
9.313,-0.834448,-0.256517,6.80352, 
9.319,-0.841448,-0.255517,6.79652, 
9.324,-0.841448,-0.255517,6.79652, 
9.33,-0.847448,-0.257517,6.79452, 
9.34,-0.846448,-0.266517,6.79052, 
9.346,-0.846448,-0.266517,6.79052, 
9.352,-0.835448,-0.263517,6.79652, 
9.359,-0.834448,-0.260517,6.79252, 
9.365,-0.834448,-0.260517,6.79252, 
9.371,-0.837448,-0.257517,6.79752, 
9.377,-0.837448,-0.257517,6.79752, 
9.383,-0.841448,-0.272517,6.79252, 
9.39,-0.833448,-0.261517,6.79352, 
9.396,-0.833448,-0.261517,6.79352, 
9.402,-0.835448,-0.267517,6.80152, 
9.409,-0.829448,-0.272517,6.79752, 
9.416,-0.829448,-0.272517,6.79752, 
9.421,-0.843448,-0.268517,6.79752, 
9.428,-0.831448,-0.250517,6.78552, 
9.435,-0.831448,-0.250517,6.78552, 
9.441,-0.828448,-0.262517,6.79152, 
9.448,-0.828448,-0.262517,6.79152, 
9.455,-0.835448,-0.269517,6.78752, 
9.461,-0.821448,-0.253517,6.78252, 
9.468,-0.821448,-0.253517,6.79352, 
9.475,-0.833448,-0.253517,6.79352, 
9.482,-0.828448,-0.253517,6.79652, 
9.489,-0.830448,-0.253517,6.79852, 
9.495,-0.830448,-0.253517,6.79852, 
9.5,-0.825448,-0.254517,6.79252, 
9.507,-0.825448,-0.254517,6.79252, 
9.513,-0.829448,-0.256517,6.79452, 
9.519,-0.840448,-0.256517,6.78852, 
9.526,-0.840448,-0.256517,6.78852, 
9.532,-0.836448,-0.259517,6.78252, 
9.542,-0.837448,-0.266517,6.79352, 
9.548,-0.837448,-0.266517,6.79352, 
9.555,-0.845448,-0.261517,6.80452, 
9.562,-0.839448,-0.269517,6.80052, 
9.568,-0.839448,-0.269517,6.80052, 
9.575,-0.841448,-0.272517,6.78852, 
9.581,-0.845448,-0.257517,6.78552, 
9.587,-0.845448,-0.257517,6.78552, 
9.594,-0.845448,-0.260517,6.77952, 
9.6,-0.836448,-0.256517,6.78652, 
9.608,-0.836448,-0.256517,6.78652, 
9.615,-0.839448,-0.261517,6.79252, 
9.622,-0.841448,-0.257517,6.79252, 
9.628,-0.841448,-0.257517,6.79252, 
9.635,-0.834448,-0.253517,6.78552, 
9.643,-0.821448,-0.256517,6.79152, 
9.65,-0.821448,-0.256517,6.79252, 
9.657,-0.819448,-0.254517,6.79252, 
9.665,-0.831448,-0.259517,6.78552, 
9.671,-0.822448,-0.250517,6.78652, 
9.679,-0.822448,-0.250517,6.78652, 
9.686,-0.818448,-0.254517,6.79952, 
9.694,-0.827448,-0.250517,6.79852, 
9.701,-0.835448,-0.253517,6.79652, 
9.713,-0.834448,-0.261517,6.78452, 
9.72,-0.834448,-0.261517,6.78452, 
9.726,-0.829448,-0.260517,6.78852, 
9.733,-0.839448,-0.265517,6.78452, 
9.74,-0.839448,-0.265517,6.78452, 
9.746,-0.833448,-0.263517,6.77852, 
9.752,-0.835448,-0.272517,6.76952, 
9.76,-0.835448,-0.272517,6.76952, 
9.767,-0.829448,-0.265517,6.77552, 
9.774,-0.834448,-0.268517,6.79252, 
9.781,-0.834448,-0.265517,6.80052, 
9.788,-0.837448,-0.265517,6.80052, 
9.794,-0.841448,-0.266517,6.80752, 
9.802,-0.845448,-0.268517,6.81252, 
9.81,-0.845448,-0.268517,6.81252, 
9.817,-0.839448,-0.260517,6.79752, 
9.825,-0.833448,-0.250517,6.78752, 
9.832,-0.843448,-0.244517,6.77852, 
