t,x,y,z
0.0,-0.972682,-0.0131605,5.0991
0.0038999999999997925,-0.972682,-0.0131605,5.0991
0.006800000000000139,-0.972682,-0.0131605,5.0991
0.009000000000000341,-0.972682,-0.0131605,5.0991
0.012900000000000134,-0.972682,-0.0131605,5.0991
0.01580000000000048,-0.972682,-0.0131605,5.0991
0.019000000000000128,-0.972682,-0.0131605,5.0991
0.021900000000000475,-0.972682,-0.0131605,5.0991
0.025800000000000267,-0.972682,-0.0131605,5.0991
0.02880000000000038,-0.972682,-0.0131605,5.0991
0.03190000000000026,-0.972682,-0.0131605,5.0991
0.034900000000000375,-0.972682,-0.0131605,5.0991
0.03880000000000017,-0.972682,-0.0131605,5.0991
0.04190000000000005,-0.972682,-0.0131605,5.0991
0.04490000000000016,-0.972682,-0.0131605,5.0991
0.048799999999999955,-0.972682,-0.0131605,5.0991
0.0519999999999996,-0.972682,-0.0131605,5.0991
0.05489999999999995,-0.972682,-0.0131605,5.0991
0.057800000000000296,-0.972682,-0.0131605,5.0991
0.06199999999999939,-0.972682,-0.0131605,5.0991
0.06489999999999974,-0.972682,-0.0131605,5.0991
0.06780000000000008,-0.972682,-0.0131605,5.0991
0.07099999999999973,-0.972682,-0.0131605,5.0991
0.07390000000000008,-0.972682,-0.0131605,5.0991
0.07779999999999987,-0.972682,-0.0131605,5.0991
0.08079999999999998,-0.972682,-0.0131605,5.0991
0.08389999999999986,-0.972682,-0.0131605,5.0991
0.08689999999999998,-0.972682,-0.0131605,5.0991
0.09079999999999977,-0.972682,-0.0131605,5.0991
0.09299999999999997,-0.972682,-0.0131605,5.0991
0.09590000000000032,-0.972682,-0.0131605,5.0991
0.09980000000000011,-0.972682,-0.0131605,5.0991
0.10299999999999976,-0.972682,-0.0131605,5.0991
0.1059000000000001,-0.972682,-0.0131605,5.0991
0.1097999999999999,-0.972682,-0.0131605,5.0991
0.11299999999999955,-0.972682,-0.0131605,5.0991
0.11589999999999989,-0.972682,-0.0131605,5.0991
0.11880000000000024,-0.972682,-0.0131605,5.0991
0.12180000000000035,-0.972682,-0.0131605,5.0991
0.12589999999999968,-0.972682,-0.0131605,5.0991
0.1288999999999998,-0.972682,-0.0131605,5.0991
0.13180000000000014,-0.972682,-0.0131605,5.0991
0.13400000000000034,-0.972682,-0.0131605,5.0991
0.13790000000000013,-0.972682,-0.0131605,5.0991
0.14080000000000048,-0.972682,-0.0131605,5.0991
0.14400000000000013,-0.972682,-0.0131605,5.0991
0.14789999999999992,-0.972682,-0.0131605,5.0991
0.15080000000000027,-0.972682,-0.0131605,5.0991
0.15499999999999936,-0.972682,-0.0131605,5.0991
0.1578999999999997,-0.972682,-0.0131605,5.0991
0.16080000000000005,-0.972682,-0.0131605,5.0991
0.16380000000000017,-0.972682,-0.0131605,5.0991
0.1678999999999995,-0.972682,-0.0131605,5.0991
0.17079999999999984,-0.972682,-0.0131605,5.0991
0.17379999999999995,-0.972682,-0.0131605,5.0991
0.17600000000000016,-0.972682,-0.0131605,5.0991
0.17989999999999995,-0.972682,-0.0131605,5.0991
0.1828000000000003,-0.972682,-0.0131605,5.0991
0.18599999999999994,-0.972682,-0.0131605,5.0991
0.1889000000000003,-0.972682,-0.0131605,5.0991
0.19280000000000008,-0.972682,-0.0131605,5.0991
0.19599999999999973,-0.972682,-0.0131605,5.0991
0.19890000000000008,-0.972682,-0.0131605,5.0991
0.2019000000000002,-0.972682,-0.0131605,5.0991
0.20579999999999998,-0.972682,-0.0131605,5.0991
0.20889999999999986,-0.972682,-0.0131605,5.0991
0.21189999999999998,-0.972682,-0.0131605,5.0991
0.21480000000000032,-0.972682,-0.0131605,5.0991
0.21799999999999997,-0.972682,-0.0131605,5.0991
0.22090000000000032,-0.972682,-0.0131605,5.0991
0.22380000000000067,-0.972682,-0.0131605,5.0991
0.22680000000000078,-0.972682,-0.0131605,5.0991
0.2309000000000001,-0.972682,-0.0131605,5.0991
0.23380000000000045,-0.972682,-0.0131605,5.0991
0.23680000000000057,-0.972682,-0.0131605,5.0991
0.23990000000000045,-0.972682,-0.0131605,5.0991
0.24380000000000024,-0.972682,-0.0131605,5.0991
0.24680000000000035,-0.972682,-0.0131605,5.0991
0.2508999999999997,-0.972682,-0.0131605,5.0991
0.2538999999999998,-0.972682,-0.0131605,5.0991
0.25680000000000014,-0.972682,-0.0131605,5.0991
0.2599999999999998,-0.972682,-0.0131605,5.0991
0.26290000000000013,-0.972682,-0.0131605,5.0991
0.2658000000000005,-0.972682,-0.0131605,5.0991
0.26900000000000013,-0.972682,-0.0131605,5.0991
0.2728999999999999,-0.972682,-0.0131605,5.0991
0.27580000000000027,-0.972682,-0.0131605,5.0991
0.2788000000000004,-0.972682,-0.0131605,5.0991
0.28190000000000026,-0.972682,-0.0131605,5.0991
0.28580000000000005,-0.972682,-0.0131605,5.0991
0.28880000000000017,-0.972682,-0.0131605,5.0991
0.29190000000000005,-0.972682,-0.0131605,5.0991
0.29490000000000016,-0.972682,-0.0131605,5.0991
0.29879999999999995,-0.972682,-0.0131605,5.0991
0.30100000000000016,-0.972682,-0.0131605,5.0991
0.3039000000000005,-0.972682,-0.0131605,5.0991
0.3078000000000003,-0.972682,-0.0131605,5.0991
