t,x
0.0,0.0
0.00020004000800160032,0.0010002000333373335
0.00040008001600320064,0.0020004000266506576
0.000600120024004801,0.003000599939915965
0.0008001600320064013,0.004000799733109251
0.0010002000400080016,0.005000999366206516
0.001200240048009602,0.006001198799183767
0.0014002800560112022,0.00700139799201702
0.0016003200640128026,0.008001596904682298
0.0018003600720144029,0.009001795497155636
0.002000400080016003,0.010001993729413083
0.0022004400880176033,0.011002191561430702
0.002400480096019204,0.012002388953184576
0.0026005201040208044,0.013002585864650796
0.0028005601120224045,0.014002782255805476
0.0030006001200240046,0.015002978086624756
0.003200640128025605,0.0160031733170848
0.0034006801360272057,0.01700336790716178
0.0036007201440288058,0.018003561816831916
0.003800760152030406,0.019003755006071432
0.004000800160032006,0.020003947434856607
0.004200840168033607,0.02100413906316372
0.004400880176035207,0.022004329850969107
0.004600920184036807,0.02300451975824913
0.004800960192038408,0.024004708744980188
0.005001000200040008,0.025004896771138704
0.005201040208041609,0.026005083796701158
0.0054010802160432084,0.02700526978164405
0.005601120224044809,0.028005454685943943
0.0058011602320464095,0.029005638469577436
0.006001200240048009,0.030005821092521156
0.00620124024804961,0.0310060025147518
0.00640128025605121,0.03200618269624611
0.006601320264052811,0.033006361596980865
0.006801360272054411,0.034006539176932894
0.007001400280056011,0.035006715396079094
0.0072014402880576115,0.0360068902143964
0.007401480296059212,0.03700706359186183
0.007601520304060812,0.038007235488452425
0.007801560312062412,0.03900740586414531
0.008001600320064013,0.04000757467891766
0.008201640328065612,0.04100774189274671
0.008401680336067214,0.042007907465609784
0.008601720344068814,0.04300807135748422
0.008801760352070413,0.04400823352834747
0.009001800360072015,0.04500839393817706
0.009201840368073614,0.046008552546950535
0.009401880376075216,0.047008709314645555
0.009601920384076815,0.04800886420123985
0.009801960392078415,0.0490090171667112
0.010002000400080016,0.05000916817103751
0.010202040408081616,0.0510093171741967
0.010402080416083218,0.05200946413616682
0.010602120424084817,0.053009609016925974
0.010802160432086417,0.05400975177645237
0.011002200440088018,0.05500989237472429
0.011202240448089618,0.05601003077172009
0.011402280456091218,0.05701016692741825
0.011602320464092819,0.058010300801797296
0.011802360472094419,0.05901043235483587
0.012002400480096018,0.060010561546512714
0.01220244048809762,0.06101068833680666
0.01240248049609922,0.062010812685696595
0.01260252050410082,0.06301093455316156
0.01280256051210242,0.06401105389918069
0.01300260052010402,0.06501117068373319
0.013202640528105622,0.06601128486679836
0.013402680536107221,0.06701139640835566
0.013602720544108823,0.06801150526838462
0.013802760552110422,0.06901161140686485
0.014002800560112022,0.07001171478377612
0.014202840568113623,0.07101181535909828
0.014402880576115223,0.07201191309281131
0.014602920584116823,0.07301200794489529
0.014802960592118424,0.07401209987533042
0.015003000600120024,0.07501218884409701
0.015203040608121624,0.07601227481117549
0.015403080616123225,0.07701235773654645
0.015603120624124825,0.07801243758019054
0.015803160632126424,0.07901251430208855
0.016003200640128026,0.08001258786222143
0.016203240648129627,0.08101265822057023
0.016403280656131225,0.08201272533711611
0.016603320664132826,0.08301278917184038
0.016803360672134428,0.0840128496847245
0.017003400680136026,0.08501290683575004
0.017203440688137627,0.08601296058489868
0.01740348069613923,0.08701301089215233
0.017603520704140826,0.08801305771749288
0.017803560712142428,0.08901310102090254
0.01800360072014403,0.09001314076236352
0.01820364072814563,0.09101317690185826
0.01840368073614723,0.09201320939936926
0.01860372074414883,0.09301323821487925
0.01880376075215043,0.09401326330837108
0.01900380076015203,0.0950132846398277
0.01920384076815363,0.09601330216923229
0.019403880776155232,0.09701331585656814
0.01960392078415683,0.09801332566181867
0.01980396079215843,0.09901333154496753
0.020004000800160033,0.10001333346599844
0.02020404080816163,0.10101333138489531
0.020404080816163232,0.10201332526164228
0.020604120824164834,0.10301331505622353
0.020804160832166435,0.10401330072862348
0.021004200840168033,0.1050132822388267
0.021204240848169634,0.10601325954681795
0.021404280856171236,0.1070132326125821
0.021604320864172834,0.10801320139610422
0.021804360872174435,0.10901316585736959
0.022004400880176037,0.11001312595636359
0.022204440888177635,0.11101308165307182
0.022404480896179236,0.11201303290748008
0.022604520904180837,0.11301297967957427
0.022804560912182435,0.11401292192934057
0.023004600920184037,0.11501285961676523
0.023204640928185638,0.11601279270183477
0.023404680936187236,0.11701272114453584
0.023604720944188837,0.11801264490485533
0.02380476095219044,0.11901256394278027
0.024004800960192037,0.12001247821829789
0.024204840968193638,0.1210123876913956
0.02440488097619524,0.1220122923220611
0.02460492098419684,0.12301219207028209
0.02480496099219844,0.12401208689604663
0.02500500100020004,0.12501197675934295
0.02520504100820164,0.1260118616201594
0.02540508101620324,0.12701174143848462
0.02560512102420484,0.1280116161743074
0.025805161032206442,0.12901148578761676
0.02600520104020804,0.13001135023840188
0.026205241048209642,0.1310112094866522
0.026405281056211243,0.1320110634923574
0.02660532106421284,0.1330109122155072
0.026805361072214443,0.13401075561609174
0.027005401080216044,0.13501059365410126
0.027205441088217645,0.13601042628952625
0.027405481096219243,0.13701025348235735
0.027605521104220845,0.13801007519258554
0.027805561112222446,0.13900989138020192
0.028005601120224044,0.1400097020051978
0.028205641128225645,0.14100950702756485
0.028405681136227247,0.14200930640729476
0.028605721144228845,0.14300910010437962
0.028805761152230446,0.14400888807881165
0.029005801160232048,0.14500867029058337
0.029205841168233646,0.14600844669968743
0.029405881176235247,0.14700821726611682
0.02960592118423685,0.1480079819498647
0.029805961192238446,0.14900774071092449
0.030006001200240048,0.15000749350928982
0.03020604120824165,0.1510072403049546
0.030406081216243247,0.15200698105791294
0.03060612122424485,0.15300671572815921
0.03080616123224645,0.15400644427568805
0.03100620124024805,0.1550061666604943
0.03120624124824965,0.15600588284257302
0.03140628125625125,0.15700559278191967
0.03160632126425285,0.15800529643852973
0.03180636127225445,0.15900499377239913
0.03200640128025605,0.16000468474352394
0.03220644128825765,0.16100436931190054
0.032406481296259254,0.16200404743752558
0.03260652130426085,0.1630037190803959
0.03280656131226245,0.16400338420050858
0.033006601320264055,0.16500304275786112
0.03320664132826565,0.16600269471245113
0.03340668133626725,0.1670023400242765
0.033606721344268856,0.1680019786533355
0.033806761352270454,0.1690016105596265
0.03400680136027205,0.17000123570314826
